AccountZAnnualRevenue,AccountZBillingCountry,AccountZBillingState,AccountZIndustry,AccountZIsPersonAccount,AccountZName,AccountZType,AccountId,ActualVisitEndTime,ActualVisitStartTime,ApplicationZAccountZIndustry,ApplicationZAccountZIsPersonAccount,ApplicationZAccountZName,ApplicationZAccountZType,ApplicationZAccountId,ApplicationZAmountPaid,ApplicationZApplicationCaseId,ApplicationZApplicationCategory,ApplicationZApplicationSourceFlag,ApplicationZApplicationType,ApplicationZAppliedDate,ApplicationZBusinessLicenseZBusinessTypeZName,ApplicationZBusinessLicenseZBusinessTypeId,ApplicationZBusinessLicenseZIdentifier,ApplicationZBusinessLicenseZIssuer,ApplicationZBusinessLicenseZName,ApplicationZBusinessLicenseZPeriodEnd,ApplicationZBusinessLicenseZPeriodStart,ApplicationZBusinessLicenseZRegAuthTypeZName,ApplicationZBusinessLicenseZRegAuthTypeZRegulatoryAuthorityZName,ApplicationZBusinessLicenseZRegulatoryAuthorizationTypeId,ApplicationZBusinessLicenseZStatus,ApplicationZBusinessTypeZAuthorizationActivityType,ApplicationZBusinessTypeZIndustry,ApplicationZBusinessTypeZName,ApplicationZBusinessTypeId,ApplicationZCaseZReason,ApplicationZCaseZStatus,ApplicationZCaseZType,ApplicationZCategory,ApplicationZCreatedDate,ApplicationZId,ApplicationZLicensePermitNameId,ApplicationZLicenseTypeId,ApplicationZName,ApplicationZRegAuthTypeZDurationType,ApplicationZRegAuthTypeZIssuingDepartmentId,ApplicationZRegAuthTypeZName,ApplicationZRegAuthTypeZProcessingDuration,ApplicationZRegAuthTypeZRegulatoryAuthCategory,ApplicationZRegAuthTypeZRegulatoryAuthCode,ApplicationZRegAuthTypeZRegulatoryAuthorityZName,ApplicationZStatus,ApplicationZWasReturned,CaseZAccountZIndustry,CaseZAccountZIsPersonAccount,CaseZAccountZName,CaseZAccountZType,CaseZAccountId,CaseZCreatedDate,CaseZId,CaseZReason,CaseZStatus,CaseZSuppliedName,CaseZType,ContextId,CreatedDate,Id,InspectionContextSource,InspectionTypeZCreatedDate,InspectionTypeZName,Name,PlannedVisitEndTime,PlannedVisitStartTime,PublicComplaintZAccountZIndustry,PublicComplaintZAccountZIsPersonAccount,PublicComplaintZAccountZName,PublicComplaintZAccountZType,PublicComplaintZAccountId,PublicComplaintZBusinessName,PublicComplaintZComplaintSubType,PublicComplaintZComplaintType,PublicComplaintZCreatedDate,PublicComplaintZFirstName,PublicComplaintZId,PublicComplaintZIncidentDate,PublicComplaintZLastName,PublicComplaintZName,PublicComplaintZPriority,PublicComplaintZStatus,Status,UserZDepartment,UserZManagerId,UserZName,UserZUniqueUserName,UserZUserRoleId,UserZUsername,UserId,VisitPriority,VisitTypeId,VisitorZCountry,VisitorZDepartment,VisitorZFullPhotoUrl,VisitorZId,VisitorZManagerId,VisitorZName,VisitorZSmallPhotoUrl,VisitorZState,VisitorZUniqueUserName,VisitorZUserRoleId,VisitorZUserType,VisitorZUsername,VisitorId
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXbTKAW,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000463,,2010-06-22T03:23:58.000Z,,,,,,,,,,,,,,,,,Planned,,,Kaylee Kwan,Kaylee Kwan,00EHr000002oHdyMAE,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:02:41.000Z,0Z5Hr000000TXaNKAW,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000395,,1997-11-10T04:33:12.000Z,,,,,,,,,,,,,,,,,Completed,,,Ian Price,Ian Price,00EHr000002oHdyMAE,iprice.bgthn0eod0fv@salesforce.com,005Hr00000FZuC8IAL,,0fJHr000000L1WyMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr000000cCH5/F,005Hr00000FZuC8IAL,,Ian Price,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr000000cCH5/T,,Ian Price,00EHr000002oHdyMAE,Standard,iprice.bgthn0eod0fv@salesforce.com,005Hr00000FZuC8IAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:02:41.000Z,0Z5Hr000000TXaOKAW,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000396,,2008-12-04T01:08:24.000Z,,,,,,,,,,,,,,,,,InProgress,,,Kaylee Kwan,Kaylee Kwan,00EHr000002oHdyMAE,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:17:34.000Z,0Z5Hr000000TXWCKA4,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000136,,2023-09-08T21:48:15.000Z,,,,,,,,,,,,,,,,,Completed,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1WyMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:34:58.000Z,0Z5Hr000000TXZ4KAO,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000314,,1995-01-20T13:10:29.000Z,,,,,,,,,,,,,,,,,Planned,,,Kaylee Kwan,Kaylee Kwan,00EHr000002oHdyMAE,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1WyMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:34:58.000Z,0Z5Hr000000TXXuKAO,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000242,,2022-05-17T04:26:56.000Z,,,,,,,,,,,,,,,,,Completed,,,Eva Bisset,Eva Bisset,,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/F,005Hr00000FZuCGIA1,,Eva Bisset,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/T,,Eva Bisset,,Standard,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:34:58.000Z,0Z5Hr000000TXYCKA4,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000260,,2016-08-22T13:15:22.000Z,,,,,,,,,,,,,,,,,Completed,,,Eva Bisset,Eva Bisset,,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/F,005Hr00000FZuCGIA1,,Eva Bisset,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/T,,Eva Bisset,,Standard,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:34:58.000Z,0Z5Hr000000TXYOKA4,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000272,,2016-07-21T20:13:48.000Z,,,,,,,,,,,,,,,,,Completed,,,Eva Bisset,Eva Bisset,,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/F,005Hr00000FZuCGIA1,,Eva Bisset,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/T,,Eva Bisset,,Standard,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:34:58.000Z,0Z5Hr000000TXYPKA4,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000273,,1997-12-31T12:06:45.000Z,,,,,,,,,,,,,,,,,Completed,,,Ian Price,Ian Price,00EHr000002oHdyMAE,iprice.bgthn0eod0fv@salesforce.com,005Hr00000FZuC8IAL,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr000000cCH5/F,005Hr00000FZuC8IAL,,Ian Price,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr000000cCH5/T,,Ian Price,00EHr000002oHdyMAE,Standard,iprice.bgthn0eod0fv@salesforce.com,005Hr00000FZuC8IAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXayKAG,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000432,,2004-12-08T01:49:52.000Z,,,,,,,,,,,,,,,,,Planned,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXb2KAG,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000436,,2004-02-10T23:40:38.000Z,,,,,,,,,,,,,,,,,Completed,,005Hr00000FZuCoIAL,Alan Lands,Alan Lands,00EHr000002oHdyMAE,storm.cbf4d65119fd4d@salesforce.com,005Hr00000FakdjIAB,,0fJHr000000L1WyMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt1/F,005Hr00000FakdjIAB,005Hr00000FZuCoIAL,Alan Lands,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt1/T,,Alan Lands,00EHr000002oHdyMAE,Standard,storm.cbf4d65119fd4d@salesforce.com,005Hr00000FakdjIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXbmKAG,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000482,,2003-12-21T03:30:55.000Z,,,,,,,,,,,,,,,,,Planned,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXc2KAG,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000498,,2004-07-09T21:32:45.000Z,,,,,,,,,,,,,,,,,Completed,,,Kaylee Kwan,Kaylee Kwan,00EHr000002oHdyMAE,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:02:41.000Z,0Z5Hr000000TXZVKA4,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000341,,2007-04-24T23:00:50.000Z,,,,,,,,,,,,,,,,,Planned,,,Eva Bisset,Eva Bisset,,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/F,005Hr00000FZuCGIA1,,Eva Bisset,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/T,,Eva Bisset,,Standard,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:02:41.000Z,0Z5Hr000000TXZgKAO,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000352,,2019-12-26T13:17:32.000Z,,,,,,,,,,,,,,,,,Planned,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:02:41.000Z,0Z5Hr000000TXa7KAG,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000379,,2007-06-10T11:47:34.000Z,,,,,,,,,,,,,,,,,Completed,,005Hr00000FZuCoIAL,Alan Lands,Alan Lands,00EHr000002oHdyMAE,storm.cbf4d65119fd4d@salesforce.com,005Hr00000FakdjIAB,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt1/F,005Hr00000FakdjIAB,005Hr00000FZuCoIAL,Alan Lands,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt1/T,,Alan Lands,00EHr000002oHdyMAE,Standard,storm.cbf4d65119fd4d@salesforce.com,005Hr00000FakdjIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:17:34.000Z,0Z5Hr000000TXXRKA4,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000213,,2022-08-17T23:43:06.000Z,,,,,,,,,,,,,,,,,Completed,,,Kaylee Kwan,Kaylee Kwan,00EHr000002oHdyMAE,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXaqKAG,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000424,,2022-12-17T06:56:39.000Z,,,,,,,,,,,,,,,,,Completed,,,Kaylee Kwan,Kaylee Kwan,00EHr000002oHdyMAE,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1WyMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXbVKAW,Individual Application,2023-11-07T15:01:48.000Z,Health & Safety Inspection,00000465,,1999-12-05T21:18:54.000Z,,,,,,,,,,,,,,,,,Planned,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1X2MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXbaKAG,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000470,,2017-11-17T14:08:09.000Z,,,,,,,,,,,,,,,,,Completed,,005Hr00000FZuCoIAL,Alan Lands,Alan Lands,00EHr000002oHdyMAE,storm.cbf4d65119fd4d@salesforce.com,005Hr00000FakdjIAB,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt1/F,005Hr00000FakdjIAB,005Hr00000FZuCoIAL,Alan Lands,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt1/T,,Alan Lands,00EHr000002oHdyMAE,Standard,storm.cbf4d65119fd4d@salesforce.com,005Hr00000FakdjIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXbsKAG,Individual Application,2023-11-07T15:01:48.000Z,Business Inspection,00000488,,2004-06-07T18:43:58.000Z,,,,,,,,,,,,,,,,,InProgress,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1WzMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXc7KAG,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000503,,2018-01-11T05:58:17.000Z,,,,,,,,,,,,,,,,,Completed,,,Eva Bisset,Eva Bisset,,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1,,0fJHr000000L1WyMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/F,005Hr00000FZuCGIA1,,Eva Bisset,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015Yt7/T,,Eva Bisset,,Standard,eva.bisset.edhjugnu1obd@salesforce.com,005Hr00000FZuCGIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:03:51.000Z,0Z5Hr000000TXcKKAW,Individual Application,2023-11-07T15:01:48.000Z,Business Inspection,00000516,,2023-05-17T09:05:17.000Z,,,,,,,,,,,,,,,,,InProgress,,,Ian Price,Ian Price,00EHr000002oHdyMAE,iprice.bgthn0eod0fv@salesforce.com,005Hr00000FZuC8IAL,,0fJHr000000L1WzMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr000000cCH5/F,005Hr00000FZuC8IAL,,Ian Price,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr000000cCH5/T,,Ian Price,00EHr000002oHdyMAE,Standard,iprice.bgthn0eod0fv@salesforce.com,005Hr00000FZuC8IAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T17:02:41.000Z,0Z5Hr000000TXZHKA4,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000327,,2017-08-08T12:23:21.000Z,,,,,,,,,,,,,,,,,Planned,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:17:34.000Z,0Z5Hr000000TXWJKA4,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000143,,2013-12-03T16:32:55.000Z,,,,,,,,,,,,,,,,,Completed,,,Ian Price,Ian Price,00EHr000002oHdyMAE,iprice.bgthn0eod0fv@salesforce.com,005Hr00000FZuC8IAL,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr000000cCH5/F,005Hr00000FZuC8IAL,,Ian Price,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr000000cCH5/T,,Ian Price,00EHr000002oHdyMAE,Standard,iprice.bgthn0eod0fv@salesforce.com,005Hr00000FZuC8IAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:17:34.000Z,0Z5Hr000000TXWWKA4,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000156,,2017-08-01T20:14:58.000Z,,,,,,,,,,,,,,,,,Completed,,,Maria Johnson,Maria Johnson,,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/F,005Hr00000FakdzIAB,,Maria Johnson,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtT/T,,Maria Johnson,,Standard,mjohnson.ano4vl7ogpyq@salesforce.com,005Hr00000FakdzIAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:34:58.000Z,0Z5Hr000000TXYeKAO,Individual Application,2023-11-07T15:01:48.000Z,Safety Complaint Inspection,00000288,,1997-12-19T21:12:55.000Z,,,,,,,,,,,,,,,,,Planned,,,Kaylee Kwan,Kaylee Kwan,00EHr000002oHdyMAE,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1WyMAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:34:58.000Z,0Z5Hr000000TXZ0KAO,Individual Application,2023-11-07T15:01:48.000Z,Deck Inspection,00000310,,2001-07-21T11:11:58.000Z,,,,,,,,,,,,,,,,,Completed,,,Kaylee Kwan,Kaylee Kwan,00EHr000002oHdyMAE,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1,,0fJHr000000L1X0MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/F,005Hr00000FZuDYIA1,,Kaylee Kwan,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr0000015YtQ/T,,Kaylee Kwan,00EHr000002oHdyMAE,Standard,kkwan.psido.m9ixva3u6ez8@salesforce.com,005Hr00000FZuDYIA1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19T15:34:58.000Z,0Z5Hr000000TXY2KAO,Individual Application,2023-11-07T15:01:48.000Z,Food Safety,00000250,,2006-09-16T18:26:25.000Z,,,,,,,,,,,,,,,,,Completed,,,Ian Price,Ian Price,00EHr000002oHdyMAE,iprice.bgthn0eod0fv@salesforce.com,005Hr00000FZuC8IAL,,0fJHr000000L1X1MAK,US,,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr000000cCH5/F,005Hr00000FZuC8IAL,,Ian Price,https://storm-cbf4d65119fd4d.file.force.com/profilephoto/729Hr000000cCH5/T,,Ian Price,00EHr000002oHdyMAE,Standard,iprice.bgthn0eod0fv@salesforce.com,005Hr00000FZuC8IAL
